"Location","Target","Type","Unit","Bin_start_incl","Bin_end_notincl","Value"
"US National","Season onset","Point","week","NA","NA","50"
"US National","Season onset","Bin","week","40","41","0.00283"
"US National","Season onset","Bin","week","41","42","0.00283"
"US National","Season onset","Bin","week","42","43","0.00283"
"US National","Season onset","Bin","week","43","44","0.00283"
"US National","Season onset","Bin","week","44","45","0.00283"
"US National","Season onset","Bin","week","45","46","0.00283"
"US National","Season onset","Bin","week","46","47","0.02294"
"US National","Season onset","Bin","week","47","48","0.08858"
"US National","Season onset","Bin","week","48","49","0.12774"
"US National","Season onset","Bin","week","49","50","0.14156"
"US National","Season onset","Bin","week","50","51","0.12419"
"US National","Season onset","Bin","week","51","52","0.0978"
"US National","Season onset","Bin","week","52","53","0.07947"
"US National","Season onset","Bin","week","1","2","0.06162"
"US National","Season onset","Bin","week","2","3","0.04156"
"US National","Season onset","Bin","week","3","4","0.03254"
"US National","Season onset","Bin","week","4","5","0.02313"
"US National","Season onset","Bin","week","5","6","0.01574"
"US National","Season onset","Bin","week","6","7","0.01104"
"US National","Season onset","Bin","week","7","8","0.0095"
"US National","Season onset","Bin","week","8","9","0.00528"
"US National","Season onset","Bin","week","9","10","0.00413"
"US National","Season onset","Bin","week","10","11","0.00288"
"US National","Season onset","Bin","week","11","12","0.00283"
"US National","Season onset","Bin","week","12","13","0.00283"
"US National","Season onset","Bin","week","13","14","0.00283"
"US National","Season onset","Bin","week","14","15","0.00283"
"US National","Season onset","Bin","week","15","16","0.00283"
"US National","Season onset","Bin","week","16","17","0.00283"
"US National","Season onset","Bin","week","17","18","0.00283"
"US National","Season onset","Bin","week","18","19","0.00283"
"US National","Season onset","Bin","week","19","20","0.00283"
"US National","Season onset","Bin","week","20","21","0.00283"
"US National","Season onset","Bin","week","none","none","0.06497"
"US National","Season peak week","Point","week","NA","NA","6"
"US National","Season peak week","Bin","week","40","41","0.00286"
"US National","Season peak week","Bin","week","41","42","0.00286"
"US National","Season peak week","Bin","week","42","43","0.00286"
"US National","Season peak week","Bin","week","43","44","0.00286"
"US National","Season peak week","Bin","week","44","45","0.00286"
"US National","Season peak week","Bin","week","45","46","0.00286"
"US National","Season peak week","Bin","week","46","47","0.00286"
"US National","Season peak week","Bin","week","47","48","0.00286"
"US National","Season peak week","Bin","week","48","49","0.00286"
"US National","Season peak week","Bin","week","49","50","0.00426"
"US National","Season peak week","Bin","week","50","51","0.00861"
"US National","Season peak week","Bin","week","51","52","0.01645"
"US National","Season peak week","Bin","week","52","53","0.03174"
"US National","Season peak week","Bin","week","1","2","0.042"
"US National","Season peak week","Bin","week","2","3","0.05594"
"US National","Season peak week","Bin","week","3","4","0.07287"
"US National","Season peak week","Bin","week","4","5","0.09"
"US National","Season peak week","Bin","week","5","6","0.102"
"US National","Season peak week","Bin","week","6","7","0.10306"
"US National","Season peak week","Bin","week","7","8","0.10026"
"US National","Season peak week","Bin","week","8","9","0.08864"
"US National","Season peak week","Bin","week","9","10","0.07694"
"US National","Season peak week","Bin","week","10","11","0.05719"
"US National","Season peak week","Bin","week","11","12","0.04539"
"US National","Season peak week","Bin","week","12","13","0.02913"
"US National","Season peak week","Bin","week","13","14","0.01945"
"US National","Season peak week","Bin","week","14","15","0.01026"
"US National","Season peak week","Bin","week","15","16","0.00581"
"US National","Season peak week","Bin","week","16","17","0.00286"
"US National","Season peak week","Bin","week","17","18","0.00286"
"US National","Season peak week","Bin","week","18","19","0.00286"
"US National","Season peak week","Bin","week","19","20","0.00286"
"US National","Season peak week","Bin","week","20","21","0.00286"
"US National","Season peak percentage","Point","percent","NA","NA","3.5"
"US National","Season peak percentage","Bin","percent","0","0.1","0.00053325716086863"
"US National","Season peak percentage","Bin","percent","0.1","0.2","0.00053325716086863"
"US National","Season peak percentage","Bin","percent","0.2","0.3","0.00053325716086863"
"US National","Season peak percentage","Bin","percent","0.3","0.4","0.00053325716086863"
"US National","Season peak percentage","Bin","percent","0.4","0.5","0.00053325716086863"
"US National","Season peak percentage","Bin","percent","0.5","0.6","0.00053325716086863"
"US National","Season peak percentage","Bin","percent","0.6","0.7","0.00053325716086863"
"US National","Season peak percentage","Bin","percent","0.7","0.8","0.00053325716086863"
"US National","Season peak percentage","Bin","percent","0.8","0.9","0.00053325716086863"
"US National","Season peak percentage","Bin","percent","0.9","1","0.00053325716086863"
"US National","Season peak percentage","Bin","percent","1","1.1","0.00053325716086863"
"US National","Season peak percentage","Bin","percent","1.1","1.2","0.00053325716086863"
"US National","Season peak percentage","Bin","percent","1.2","1.3","0.00053325716086863"
"US National","Season peak percentage","Bin","percent","1.3","1.4","0.00053325716086863"
"US National","Season peak percentage","Bin","percent","1.4","1.5","0.00053325716086863"
"US National","Season peak percentage","Bin","percent","1.5","1.6","0.00053325716086863"
"US National","Season peak percentage","Bin","percent","1.6","1.7","0.00053325716086863"
"US National","Season peak percentage","Bin","percent","1.7","1.8","0.00053325716086863"
"US National","Season peak percentage","Bin","percent","1.8","1.9","0.00106056672112919"
"US National","Season peak percentage","Bin","percent","1.9","2","0.00241037891165726"
"US National","Season peak percentage","Bin","percent","2","2.1","0.00433868204098306"
"US National","Season peak percentage","Bin","percent","2.1","2.2","0.00906302470783129"
"US National","Season peak percentage","Bin","percent","2.2","2.3","0.0134017067488144"
"US National","Season peak percentage","Bin","percent","2.3","2.4","0.0207292586402524"
"US National","Season peak percentage","Bin","percent","2.4","2.5","0.026224922558831"
"US National","Season peak percentage","Bin","percent","2.5","2.6","0.0327811531985387"
"US National","Season peak percentage","Bin","percent","2.6","2.7","0.0393373838382465"
"US National","Season peak percentage","Bin","percent","2.7","2.8","0.0481111630766789"
"US National","Season peak percentage","Bin","percent","2.8","2.9","0.0495573904236732"
"US National","Season peak percentage","Bin","percent","2.9","3","0.0516785238659316"
"US National","Season peak percentage","Bin","percent","3","3.1","0.0549566391857855"
"US National","Season peak percentage","Bin","percent","3.1","3.2","0.0505215419883361"
"US National","Season peak percentage","Bin","percent","3.2","3.3","0.0516785238659316"
"US National","Season peak percentage","Bin","percent","3.3","3.4","0.0473398418249485"
"US National","Season peak percentage","Bin","percent","3.4","3.5","0.0427119143145666"
"US National","Season peak percentage","Bin","percent","3.5","3.6","0.0424226688451677"
"US National","Season peak percentage","Bin","percent","3.6","3.7","0.0399158747770442"
"US National","Season peak percentage","Bin","percent","3.7","3.8","0.0384696474300498"
