Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,49.57205240174471
US National,Season onset,Bin,week,40,41,0.002697966891402025
US National,Season onset,Bin,week,41,42,0.002697966891407786
US National,Season onset,Bin,week,42,43,0.0026979668914318767
US National,Season onset,Bin,week,43,44,0.0026979668914821533
US National,Season onset,Bin,week,44,45,0.002697966891547094
US National,Season onset,Bin,week,45,46,0.017078863729553025
US National,Season onset,Bin,week,46,47,0.012885853958416809
US National,Season onset,Bin,week,47,48,0.13564272678154385
US National,Season onset,Bin,week,48,49,0.17805644949853605
US National,Season onset,Bin,week,49,50,0.13760821025546272
US National,Season onset,Bin,week,50,51,0.15500005571606681
US National,Season onset,Bin,week,51,52,0.10721756110855102
US National,Season onset,Bin,week,52,53,0.03082785349065718
US National,Season onset,Bin,week,1,2,0.00659748030425804
US National,Season onset,Bin,week,2,3,0.011917940844101525
US National,Season onset,Bin,week,3,4,0.0270383393578292
US National,Season onset,Bin,week,4,5,0.01909646217437087
US National,Season onset,Bin,week,5,6,0.025718006323826287
US National,Season onset,Bin,week,6,7,0.010840574032552544
US National,Season onset,Bin,week,7,8,0.007163711762264915
US National,Season onset,Bin,week,8,9,0.003979256643266581
US National,Season onset,Bin,week,9,10,0.0032227567715340465
US National,Season onset,Bin,week,10,11,0.0027490876551468564
US National,Season onset,Bin,week,11,12,0.002853026962865537
US National,Season onset,Bin,week,12,13,0.0027320474005292843
US National,Season onset,Bin,week,13,14,0.0027831681642049846
US National,Season onset,Bin,week,14,15,0.0026979668914015017
US National,Season onset,Bin,week,15,16,0.0026979668914009778
US National,Season onset,Bin,week,16,17,0.0026979668914009778
US National,Season onset,Bin,week,17,18,0.0026979668914009778
US National,Season onset,Bin,week,18,19,0.0026979668914009778
US National,Season onset,Bin,week,19,20,0.0026979668914009778
US National,Season onset,Bin,week,20,21,0.0026979668914009778
US National,Season onset,Bin,week,none,none,0.06661496436738354
US National,Season peak week,Point,week,NA,NA,52.89770097486864
US National,Season peak week,Bin,week,40,41,0.003004034522457566
US National,Season peak week,Bin,week,41,42,0.003004034522457566
US National,Season peak week,Bin,week,42,43,0.003032061566065377
US National,Season peak week,Bin,week,43,44,0.003075487176999921
US National,Season peak week,Bin,week,44,45,0.0032081267745334755
US National,Season peak week,Bin,week,45,46,0.0030091673782331437
US National,Season peak week,Bin,week,46,47,0.003361985804716654
US National,Season peak week,Bin,week,47,48,0.00467036341701025
US National,Season peak week,Bin,week,48,49,0.0031011768628026104
US National,Season peak week,Bin,week,49,50,0.0035452404975513806
US National,Season peak week,Bin,week,50,51,0.007831201120436511
US National,Season peak week,Bin,week,51,52,0.04287957956233391
US National,Season peak week,Bin,week,52,53,0.3755712240751894
US National,Season peak week,Bin,week,1,2,0.050363471652632906
US National,Season peak week,Bin,week,2,3,0.03761211805766766
US National,Season peak week,Bin,week,3,4,0.01676703791771136
US National,Season peak week,Bin,week,4,5,0.03438778907379702
US National,Season peak week,Bin,week,5,6,0.057225160057847814
US National,Season peak week,Bin,week,6,7,0.04577983029496972
US National,Season peak week,Bin,week,7,8,0.1456908137038655
US National,Season peak week,Bin,week,8,9,0.02173348459017379
US National,Season peak week,Bin,week,9,10,0.01577576592267048
US National,Season peak week,Bin,week,10,11,0.03365168707956658
US National,Season peak week,Bin,week,11,12,0.03422745418581721
US National,Season peak week,Bin,week,12,13,0.01167146832523132
US National,Season peak week,Bin,week,13,14,0.005873049136583497
US National,Season peak week,Bin,week,14,15,0.005250116273766949
US National,Season peak week,Bin,week,15,16,0.005422674807623795
US National,Season peak week,Bin,week,16,17,0.004705377226179246
US National,Season peak week,Bin,week,17,18,0.0038232349750555597
US National,Season peak week,Bin,week,18,19,0.004607093038787172
US National,Season peak week,Bin,week,19,20,0.003066149586711395
US National,Season peak week,Bin,week,20,21,0.003072540812553266
US National,Season peak percentage,Point,percent,NA,NA,4.278083718060639
US National,Season peak percentage,Bin,percent,0,0.1,0.0011261324608365562
US National,Season peak percentage,Bin,percent,0.1,0.2,0.0011261324608365562
US National,Season peak percentage,Bin,percent,0.2,0.3,0.0011261324608365562
US National,Season peak percentage,Bin,percent,0.3,0.4,0.0011261324608365562
US National,Season peak percentage,Bin,percent,0.4,0.5,0.0011261324608365562
US National,Season peak percentage,Bin,percent,0.5,0.6,0.0011261324608365562
US National,Season peak percentage,Bin,percent,0.6,0.7,0.0011261324608365562
US National,Season peak percentage,Bin,percent,0.7,0.8,0.0011261324608365562
US National,Season peak percentage,Bin,percent,0.8,0.9,0.0011261324608365562
US National,Season peak percentage,Bin,percent,0.9,1,0.0011261324608365562
US National,Season peak percentage,Bin,percent,1,1.1,0.0011261324608365562
US National,Season peak percentage,Bin,percent,1.1,1.2,0.0011261324608365562
US National,Season peak percentage,Bin,percent,1.2,1.3,0.0011261324608365562
US National,Season peak percentage,Bin,percent,1.3,1.4,0.0011261324608365562
US National,Season peak percentage,Bin,percent,1.4,1.5,0.0012074350371626644
US National,Season peak percentage,Bin,percent,1.5,1.6,0.0016139479187932057
US National,Season peak percentage,Bin,percent,1.6,1.7,0.002305019817565126
US National,Season peak percentage,Bin,percent,1.7,1.8,0.0021017633767498553
US National,Season peak percentage,Bin,percent,1.8,1.9,0.0029960917163370463
US National,Season peak percentage,Bin,percent,1.9,2,0.0034580505017875462
US National,Season peak percentage,Bin,percent,2,2.1,0.003999445584160325
US National,Season peak percentage,Bin,percent,2.1,2.2,0.004677589146679171
US National,Season peak percentage,Bin,percent,2.2,2.3,0.005287358469124983
US National,Season peak percentage,Bin,percent,2.3,2.4,0.006159562695013683
US National,Season peak percentage,Bin,percent,2.4,2.5,0.013639720410285706
US National,Season peak percentage,Bin,percent,2.5,2.6,0.008020326173068758
US National,Season peak percentage,Bin,percent,2.6,2.7,0.008513740469236898
US National,Season peak percentage,Bin,percent,2.7,2.8,0.011285628801513632
US National,Season peak percentage,Bin,percent,2.8,2.9,0.012100520844178545
US National,Season peak percentage,Bin,percent,2.9,3,0.014569322984849337
US National,Season peak percentage,Bin,percent,3,3.1,0.017895534735751926
US National,Season peak percentage,Bin,percent,3.1,3.2,0.019686193313903873
US National,Season peak percentage,Bin,percent,3.2,3.3,0.0265196560667358
US National,Season peak percentage,Bin,percent,3.3,3.4,0.03272205348763035
US National,Season peak percentage,Bin,percent,3.4,3.5,0.026739802098275568
US National,Season peak percentage,Bin,percent,3.5,3.6,0.037143680272127576
US National,Season peak percentage,Bin,percent,3.6,3.7,0.042696192385010316
US National,Season peak percentage,Bin,percent,3.7,3.8,0.027124326485781353
US National,Season peak percentage,Bin,percent,3.8,3.9,0.02545935433092623
US National,Season peak percentage,Bin,percent,3.9,4,0.023225264141788347
US National,Season peak percentage,Bin,percent,4,4.1,0.024581551266826037
US National,Season peak percentage,Bin,percent,4.1,4.2,0.02089867369990138
US National,Season peak percentage,Bin,percent,4.2,4.3,0.02149191774686019
US National,Season peak percentage,Bin,percent,4.3,4.4,0.021554693148721736
US National,Season peak percentage,Bin,percent,4.4,4.5,0.020063523822941805
US National,Season peak percentage,Bin,percent,4.5,4.6,0.01763164041162641
US National,Season peak percentage,Bin,percent,4.6,4.7,0.032798187114010474
US National,Season peak percentage,Bin,percent,4.7,4.8,0.017617599674965165
US National,Season peak percentage,Bin,percent,4.8,4.9,0.016868181559762364
US National,Season peak percentage,Bin,percent,4.9,5,0.015666769612107372
US National,Season peak percentage,Bin,percent,5,5.1,0.01272010866916686
US National,Season peak percentage,Bin,percent,5.1,5.2,0.015464943700154714
US National,Season peak percentage,Bin,percent,5.2,5.3,0.01386199852621336
US National,Season peak percentage,Bin,percent,5.3,5.4,0.016086843100411002
US National,Season peak percentage,Bin,percent,5.4,5.5,0.02371367979086475
US National,Season peak percentage,Bin,percent,5.5,5.6,0.017781348821905362
US National,Season peak percentage,Bin,percent,5.6,5.7,0.017816138878862645
US National,Season peak percentage,Bin,percent,5.7,5.8,0.017151306984243754
US National,Season peak percentage,Bin,percent,5.8,5.9,0.017045707229331714
US National,Season peak percentage,Bin,percent,5.9,6,0.016360044437365964
US National,Season peak percentage,Bin,percent,6,6.1,0.0303441218397071
US National,Season peak percentage,Bin,percent,6.1,6.2,0.02353374085600145
US National,Season peak percentage,Bin,percent,6.2,6.3,0.013616174534773312
US National,Season peak percentage,Bin,percent,6.3,6.4,0.014281245714391018
US National,Season peak percentage,Bin,percent,6.4,6.5,0.011823250632559469
US National,Season peak percentage,Bin,percent,6.5,6.6,0.012125537028865685
US National,Season peak percentage,Bin,percent,6.6,6.7,0.009739281859489522
US National,Season peak percentage,Bin,percent,6.7,6.8,0.0090443447339079
US National,Season peak percentage,Bin,percent,6.8,6.9,0.006658711448967047
US National,Season peak percentage,Bin,percent,6.9,7,0.005174871621228704
US National,Season peak percentage,Bin,percent,7,7.1,0.00513422033306565
US National,Season peak percentage,Bin,percent,7.1,7.2,0.0033214376412152137
US National,Season peak percentage,Bin,percent,7.2,7.3,0.0030867256896823037
US National,Season peak percentage,Bin,percent,7.3,7.4,0.0026931411443048376
US National,Season peak percentage,Bin,percent,7.4,7.5,0.002105495935557515
US National,Season peak percentage,Bin,percent,7.5,7.6,0.002378992895849649
US National,Season peak percentage,Bin,percent,7.6,7.7,0.009061762097549846
US National,Season peak percentage,Bin,percent,7.7,7.8,0.0013571118535618061
US National,Season peak percentage,Bin,percent,7.8,7.9,0.0013977631417248604
US National,Season peak percentage,Bin,percent,7.9,8,0.0012074350371626644
US National,Season peak percentage,Bin,percent,8,8.1,0.0013571118535618061
US National,Season peak percentage,Bin,percent,8.1,8.2,0.0012074350371626644
US National,Season peak percentage,Bin,percent,8.2,8.3,0.0011667837489996104
US National,Season peak percentage,Bin,percent,8.3,8.4,0.0011667837489996104
US National,Season peak percentage,Bin,percent,8.4,8.5,0.0011261324608365562
US National,Season peak percentage,Bin,percent,8.5,8.6,0.0011261324608365562
US National,Season peak percentage,Bin,percent,8.6,8.7,0.0011261324608365562
US National,Season peak percentage,Bin,percent,8.7,8.8,0.0011261324608365562
US National,Season peak percentage,Bin,percent,8.8,8.9,0.0011261324608365562
US National,Season peak percentage,Bin,percent,8.9,9,0.0011261324608365562
US National,Season peak percentage,Bin,percent,9,9.1,0.0011261324608365562
US National,Season peak percentage,Bin,percent,9.1,9.2,0.0011261324608365562
US National,Season peak percentage,Bin,percent,9.2,9.3,0.0011261324608365562
US National,Season peak percentage,Bin,percent,9.3,9.4,0.0011261324608365562
US National,Season peak percentage,Bin,percent,9.4,9.5,0.0011261324608365562
US National,Season peak percentage,Bin,percent,9.5,9.6,0.0011261324608365562
US National,Season peak percentage,Bin,percent,9.6,9.7,0.0011261324608365562
US National,Season peak percentage,Bin,percent,9.7,9.8,0.0011261324608365562
US National,Season peak percentage,Bin,percent,9.8,9.9,0.0011261324608365562
US National,Season peak percentage,Bin,percent,9.9,10,0.0011261324608365562
US National,Season peak percentage,Bin,percent,10,10.1,0.0011261324608365562
US National,Season peak percentage,Bin,percent,10.1,10.2,0.0011261324608365562
US National,Season peak percentage,Bin,percent,10.2,10.3,0.0011261324608365562
US National,Season peak percentage,Bin,percent,10.3,10.4,0.0011261324608365562
US National,Season peak percentage,Bin,percent,10.4,10.5,0.0011261324608365562
US National,Season peak percentage,Bin,percent,10.5,10.6,0.0011261324608365562
US National,Season peak percentage,Bin,percent,10.6,10.7,0.0011261324608365562
US National,Season peak percentage,Bin,percent,10.7,10.8,0.0011261324608365562
US National,Season peak percentage,Bin,percent,10.8,10.9,0.0011261324608365562
US National,Season peak percentage,Bin,percent,10.9,11,0.0011261324608365562
US National,Season peak percentage,Bin,percent,11,11.1,0.0011261324608365562
US National,Season peak percentage,Bin,percent,11.1,11.2,0.0011261324608365562
US National,Season peak percentage,Bin,percent,11.2,11.3,0.0011261324608365562
US National,Season peak percentage,Bin,percent,11.3,11.4,0.0011261324608365562
US National,Season peak percentage,Bin,percent,11.4,11.5,0.0011261324608365562
US National,Season peak percentage,Bin,percent,11.5,11.6,0.0011261324608365562
US National,Season peak percentage,Bin,percent,11.6,11.7,0.0011261324608365562
US National,Season peak percentage,Bin,percent,11.7,11.8,0.0011261324608365562
US National,Season peak percentage,Bin,percent,11.8,11.9,0.0011261324608365562
US National,Season peak percentage,Bin,percent,11.9,12,0.0011261324608365562
US National,Season peak percentage,Bin,percent,12,12.1,0.0011261324608365562
US National,Season peak percentage,Bin,percent,12.1,12.2,0.0011261324608365562
US National,Season peak percentage,Bin,percent,12.2,12.3,0.0011261324608365562
US National,Season peak percentage,Bin,percent,12.3,12.4,0.0011261324608365562
US National,Season peak percentage,Bin,percent,12.4,12.5,0.0011261324608365562
US National,Season peak percentage,Bin,percent,12.5,12.6,0.0011261324608365562
US National,Season peak percentage,Bin,percent,12.6,12.7,0.0011261324608365562
US National,Season peak percentage,Bin,percent,12.7,12.8,0.0011261324608365562
US National,Season peak percentage,Bin,percent,12.8,12.9,0.0011261324608365562
US National,Season peak percentage,Bin,percent,12.9,13,0.0011261324608365562
US National,Season peak percentage,Bin,percent,13,100,0.0011261324608365562
US National,1 wk ahead,Point,percent,NA,NA,1.5474137541486552
US National,1 wk ahead,Bin,percent,0,0.1,1.7349063150589867e-4
US National,1 wk ahead,Bin,percent,0.1,0.2,1.7349063150589867e-4
US National,1 wk ahead,Bin,percent,0.2,0.3,1.7349063150589867e-4
US National,1 wk ahead,Bin,percent,0.3,0.4,1.7349063150589867e-4
US National,1 wk ahead,Bin,percent,0.4,0.5,1.7349063150589867e-4
US National,1 wk ahead,Bin,percent,0.5,0.6,1.7349063150589867e-4
US National,1 wk ahead,Bin,percent,0.6,0.7,1.7349063150589867e-4
US National,1 wk ahead,Bin,percent,0.7,0.8,1.7349063150589867e-4
US National,1 wk ahead,Bin,percent,0.8,0.9,1.7349063150589867e-4
US National,1 wk ahead,Bin,percent,0.9,1,1.7524516606572617e-4
US National,1 wk ahead,Bin,percent,1,1.1,3.158397378931598e-4
US National,1 wk ahead,Bin,percent,1.1,1.2,0.002451632856171265
US National,1 wk ahead,Bin,percent,1.2,1.3,0.012582925939451612
US National,1 wk ahead,Bin,percent,1.3,1.4,0.05335242872250154
US National,1 wk ahead,Bin,percent,1.4,1.5,0.16125464960967553
US National,1 wk ahead,Bin,percent,1.5,1.6,0.2718964068286282
US National,1 wk ahead,Bin,percent,1.6,1.7,0.22317554698869965
US National,1 wk ahead,Bin,percent,1.7,1.8,0.11598168716029642
US National,1 wk ahead,Bin,percent,1.8,1.9,0.05557010083900644
US National,1 wk ahead,Bin,percent,1.9,2,0.03184093717812647
US National,1 wk ahead,Bin,percent,2,2.1,0.01911982617221906
US National,1 wk ahead,Bin,percent,2.1,2.2,0.014247911318892819
US National,1 wk ahead,Bin,percent,2.2,2.3,0.007616693879643213
US National,1 wk ahead,Bin,percent,2.3,2.4,0.004938147069641429
US National,1 wk ahead,Bin,percent,2.4,2.5,0.002143569171650515
US National,1 wk ahead,Bin,percent,2.5,2.6,0.0013932238793972864
US National,1 wk ahead,Bin,percent,2.6,2.7,0.0011208074085415568
US National,1 wk ahead,Bin,percent,2.7,2.8,5.794835359497521e-4
