Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,48
US National,Season onset,Bin,week,40,41,0.0000
US National,Season onset,Bin,week,41,42,0.0000
US National,Season onset,Bin,week,42,43,0.0000
US National,Season onset,Bin,week,43,44,0.0000
US National,Season onset,Bin,week,44,45,0.0000
US National,Season onset,Bin,week,45,46,0.0000
US National,Season onset,Bin,week,46,47,0.0000
US National,Season onset,Bin,week,47,48,0.0359
US National,Season onset,Bin,week,48,49,0.3978
US National,Season onset,Bin,week,49,50,0.3751
US National,Season onset,Bin,week,50,51,0.1365
US National,Season onset,Bin,week,51,52,0.0430
US National,Season onset,Bin,week,52,53,0.0065
US National,Season onset,Bin,week,1,2,0.0013
US National,Season onset,Bin,week,2,3,0.0000
US National,Season onset,Bin,week,3,4,0.0000
US National,Season onset,Bin,week,4,5,0.0000
US National,Season onset,Bin,week,5,6,0.0000
US National,Season onset,Bin,week,6,7,0.0000
US National,Season onset,Bin,week,7,8,0.0000
US National,Season onset,Bin,week,8,9,0.0000
US National,Season onset,Bin,week,9,10,0.0000
US National,Season onset,Bin,week,10,11,0.0000
US National,Season onset,Bin,week,11,12,0.0000
US National,Season onset,Bin,week,12,13,0.0000
US National,Season onset,Bin,week,13,14,0.0000
US National,Season onset,Bin,week,14,15,0.0000
US National,Season onset,Bin,week,15,16,0.0000
US National,Season onset,Bin,week,16,17,0.0000
US National,Season onset,Bin,week,17,18,0.0000
US National,Season onset,Bin,week,18,19,0.0000
US National,Season onset,Bin,week,19,20,0.0000
US National,Season onset,Bin,week,20,21,0.0000
US National,Season onset,Bin,week,none,none,0.0039
US National,Season peak week,Point,week,NA,NA,52
US National,Season peak week,Bin,week,40,41,0.0000
US National,Season peak week,Bin,week,41,42,0.0000
US National,Season peak week,Bin,week,42,43,0.0000
US National,Season peak week,Bin,week,43,44,0.0000
US National,Season peak week,Bin,week,44,45,0.0000
US National,Season peak week,Bin,week,45,46,0.0000
US National,Season peak week,Bin,week,46,47,0.0000
US National,Season peak week,Bin,week,47,48,0.0000
US National,Season peak week,Bin,week,48,49,0.0059
US National,Season peak week,Bin,week,49,50,0.0363
US National,Season peak week,Bin,week,50,51,0.0699
US National,Season peak week,Bin,week,51,52,0.3649
US National,Season peak week,Bin,week,52,53,0.2751
US National,Season peak week,Bin,week,1,2,0.1306
US National,Season peak week,Bin,week,2,3,0.0416
US National,Season peak week,Bin,week,3,4,0.0395
US National,Season peak week,Bin,week,4,5,0.0158
US National,Season peak week,Bin,week,5,6,0.0100
US National,Season peak week,Bin,week,6,7,0.0054
US National,Season peak week,Bin,week,7,8,0.0022
US National,Season peak week,Bin,week,8,9,0.0019
US National,Season peak week,Bin,week,9,10,0.0008
US National,Season peak week,Bin,week,10,11,0.0000
