Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,3
US National,Season onset,Bin,week,40,41,0.00000000000000000000
US National,Season onset,Bin,week,41,42,0.00000000000000000000
US National,Season onset,Bin,week,42,43,0.00000000000000000000
US National,Season onset,Bin,week,43,44,0.00023097075629008090
US National,Season onset,Bin,week,44,45,0.00049970103324747115
US National,Season onset,Bin,week,45,46,0.00108191774743243447
US National,Season onset,Bin,week,46,47,0.00321552000900385705
US National,Season onset,Bin,week,47,48,0.00628784038302719703
US National,Season onset,Bin,week,48,49,0.01283494764935778389
US National,Season onset,Bin,week,49,50,0.01965146634214316734
US National,Season onset,Bin,week,50,51,0.03576396746374789493
US National,Season onset,Bin,week,51,52,0.05295767596871736593
US National,Season onset,Bin,week,52,53,0.07161080580120841865
US National,Season onset,Bin,week,1,2,0.09585995573179006968
US National,Season onset,Bin,week,2,3,0.10126855442078094849
US National,Season onset,Bin,week,3,4,0.10176771014533610160
US National,Season onset,Bin,week,4,5,0.10720192075164933221
US National,Season onset,Bin,week,5,6,0.09481026027394481859
US National,Season onset,Bin,week,6,7,0.08063192449572761933
US National,Season onset,Bin,week,7,8,0.06446134841109595059
US National,Season onset,Bin,week,8,9,0.04975711297222389085
US National,Season onset,Bin,week,9,10,0.03585323083400474703
US National,Season onset,Bin,week,10,11,0.02381275541216356512
US National,Season onset,Bin,week,11,12,0.01443383205295647835
US National,Season onset,Bin,week,12,13,0.00924547976313317039
US National,Season onset,Bin,week,13,14,0.00538760020917777426
US National,Season onset,Bin,week,14,15,0.00319260821482247577
US National,Season onset,Bin,week,15,16,0.00119721518397963161
US National,Season onset,Bin,week,16,17,0.00106420047080425101
US National,Season onset,Bin,week,17,18,0.00139674503190285364
US National,Season onset,Bin,week,18,19,0.00053209333521335824
US National,Season onset,Bin,week,19,20,0.00059860159771499906
US National,Season onset,Bin,week,20,21,0.00026604553511656268
US National,Season onset,Bin,week,none,none,0.00312599200229
US National,Season peak week,Point,week,NA,NA,8
US National,Season peak week,Bin,week,40,41,0.00000000000000000000
US National,Season peak week,Bin,week,41,42,0.00000000000000000000
US National,Season peak week,Bin,week,42,43,0.00000000000000000000
US National,Season peak week,Bin,week,43,44,0.00000000000000000000
US National,Season peak week,Bin,week,44,45,0.00000000000000000000
US National,Season peak week,Bin,week,45,46,0.00000000000000000000
US National,Season peak week,Bin,week,46,47,0.00007152205854016868
US National,Season peak week,Bin,week,47,48,0.00024731472639081929
US National,Season peak week,Bin,week,48,49,0.00082045503922179692
US National,Season peak week,Bin,week,49,50,0.00141552857723265652
US National,Season peak week,Bin,week,50,51,0.00320944147808546352
US National,Season peak week,Bin,week,51,52,0.00630782023706903758
US National,Season peak week,Bin,week,52,53,0.01265727975950739145
US National,Season peak week,Bin,week,1,2,0.01715769679667668302
US National,Season peak week,Bin,week,2,3,0.03193017960190758231
US National,Season peak week,Bin,week,3,4,0.04597771387422271844
US National,Season peak week,Bin,week,4,5,0.06088791974044373279
US National,Season peak week,Bin,week,5,6,0.07989690252249476154
US National,Season peak week,Bin,week,6,7,0.09246467918565812183
US National,Season peak week,Bin,week,7,8,0.09303495447682427755
US National,Season peak week,Bin,week,8,9,0.10085268022877957872
US National,Season peak week,Bin,week,9,10,0.09392964208790015312
US National,Season peak week,Bin,week,10,11,0.08460082503504121054
US National,Season peak week,Bin,week,11,12,0.07480751330339481531
US National,Season peak week,Bin,week,12,13,0.05838117038569435452
US National,Season peak week,Bin,week,13,14,0.04705121591396186492
US National,Season peak week,Bin,week,14,15,0.03485154213144592283
US National,Season peak week,Bin,week,15,16,0.02271992055128329094
US National,Season peak week,Bin,week,16,17,0.01595060742886782526
US National,Season peak week,Bin,week,17,18,0.00898047698772082986
US National,Season peak week,Bin,week,18,19,0.00643367802237343380
US National,Season peak week,Bin,week,19,20,0.00328382752813282525
US National,Season peak week,Bin,week,20,21,0.00207749232112872410
US National,Season peak percentage,Point,percent,NA,NA,5.35
US National,Season peak percentage,Bin,percent,0.0,0.1,0.00000000000000000000
US National,Season peak percentage,Bin,percent,0.1,0.2,0.00000000000000000000
US National,Season peak percentage,Bin,percent,0.2,0.3,0.00000000000000000000
US National,Season peak percentage,Bin,percent,0.3,0.4,0.00000000000000000000
US National,Season peak percentage,Bin,percent,0.4,0.5,0.00000000000000000000
US National,Season peak percentage,Bin,percent,0.5,0.6,0.00000000000000000000
US National,Season peak percentage,Bin,percent,0.6,0.7,0.00000000000000000000
US National,Season peak percentage,Bin,percent,0.7,0.8,0.00000000000000000000
US National,Season peak percentage,Bin,percent,0.8,0.9,0.00000000000000000000
US National,Season peak percentage,Bin,percent,0.9,1.0,0.00000000000000000000
US National,Season peak percentage,Bin,percent,1.0,1.1,0.00000000000000000000
US National,Season peak percentage,Bin,percent,1.1,1.2,0.00000000000000000000
US National,Season peak percentage,Bin,percent,1.2,1.3,0.00000000000000000000
US National,Season peak percentage,Bin,percent,1.3,1.4,0.00000000000000000000
US National,Season peak percentage,Bin,percent,1.4,1.5,0.00232785941885007685
US National,Season peak percentage,Bin,percent,1.5,1.6,0.00019953307695028992
US National,Season peak percentage,Bin,percent,1.6,1.7,0.00006651095330628784
US National,Season peak percentage,Bin,percent,1.7,1.8,0.00019953308809158589
US National,Season peak percentage,Bin,percent,1.8,1.9,0.00006651049709943953
US National,Season peak percentage,Bin,percent,1.9,2.0,0.00000000000000000000
US National,Season peak percentage,Bin,percent,2.0,2.1,0.00013302142090729910
US National,Season peak percentage,Bin,percent,2.1,2.2,0.00013302354708070945
US National,Season peak percentage,Bin,percent,2.2,2.3,0.00000000000000000000
US National,Season peak percentage,Bin,percent,2.3,2.4,0.00013302364484316377
US National,Season peak percentage,Bin,percent,2.4,2.5,0.00000000000000000000
US National,Season peak percentage,Bin,percent,2.5,2.6,0.00013302189027339896
US National,Season peak percentage,Bin,percent,2.6,2.7,0.00006651110760879487
US National,Season peak percentage,Bin,percent,2.7,2.8,0.00033255578670495233
US National,Season peak percentage,Bin,percent,2.8,2.9,0.00019953791914289616
US National,Season peak percentage,Bin,percent,2.9,3.0,0.00013302215593206216
US National,Season peak percentage,Bin,percent,3.0,3.1,0.00006651055981067346
US National,Season peak percentage,Bin,percent,3.1,3.2,0.00006651366031777888
US National,Season peak percentage,Bin,percent,3.2,3.3,0.00033256695677863778
US National,Season peak percentage,Bin,percent,3.3,3.4,0.00039908558668108764
US National,Season peak percentage,Bin,percent,3.4,3.5,0.00053209943005684665
US National,Season peak percentage,Bin,percent,3.5,3.6,0.00086472661934363043
US National,Season peak percentage,Bin,percent,3.6,3.7,0.00086475337690201579
US National,Season peak percentage,Bin,percent,3.7,3.8,0.00079833532439037075
US National,Season peak percentage,Bin,percent,3.8,3.9,0.00226186612719486094
US National,Season peak percentage,Bin,percent,3.9,4.0,0.00252824787891365406
US National,Season peak percentage,Bin,percent,4.0,4.1,0.00399184761052870981
US National,Season peak percentage,Bin,percent,4.1,4.2,0.00638678662321729047
US National,Season peak percentage,Bin,percent,4.2,4.3,0.00871532165941378729
US National,Season peak percentage,Bin,percent,4.3,4.4,0.01450422773326440554
US National,Season peak percentage,Bin,percent,4.4,4.5,0.01856261823248393436
US National,Season peak percentage,Bin,percent,4.5,4.6,0.02555002536410768896
US National,Season peak percentage,Bin,percent,4.6,4.7,0.03227267307185271300
US National,Season peak percentage,Bin,percent,4.7,4.8,0.04025789482572514344
US National,Season peak percentage,Bin,percent,4.8,4.9,0.04518278409680889091
US National,Season peak percentage,Bin,percent,4.9,5.0,0.05223903709182136507
US National,Season peak percentage,Bin,percent,5.0,5.1,0.05630541450401507775
US National,Season peak percentage,Bin,percent,5.1,5.2,0.06409799297537868701
US National,Season peak percentage,Bin,percent,5.2,5.3,0.06583897012899377066
US National,Season peak percentage,Bin,percent,5.3,5.4,0.06338812978877568505
US National,Season peak percentage,Bin,percent,5.4,5.5,0.06159695888900990762
US National,Season peak percentage,Bin,percent,5.5,5.6,0.05955213436328412463
US National,Season peak percentage,Bin,percent,5.6,5.7,0.05676160424464580384
US National,Season peak percentage,Bin,percent,5.7,5.8,0.05111348772010961689
