"location","target","type","unit","bin_start_incl","bin_end_notincl","value"
"US National","Season onset","Point","week",NA,NA,49
"US National","Season onset","Bin","week","40","41",0.000969932
"US National","Season onset","Bin","week","41","42",0.000969932
"US National","Season onset","Bin","week","42","43",0.000969932
"US National","Season onset","Bin","week","43","44",0.000969932
"US National","Season onset","Bin","week","44","45",0.000969932
"US National","Season onset","Bin","week","45","46",0.000969932
"US National","Season onset","Bin","week","46","47",0.000969932
"US National","Season onset","Bin","week","47","48",0.000969932
"US National","Season onset","Bin","week","48","49",0.50242483
"US National","Season onset","Bin","week","49","50",0.467507274
"US National","Season onset","Bin","week","50","51",0.000969932
"US National","Season onset","Bin","week","51","52",0.000969932
"US National","Season onset","Bin","week","52","53",0.000969932
"US National","Season onset","Bin","week","1","2",0.000969932
"US National","Season onset","Bin","week","2","3",0.000969932
"US National","Season onset","Bin","week","3","4",0.000969932
"US National","Season onset","Bin","week","4","5",0.000969932
"US National","Season onset","Bin","week","5","6",0.000969932
"US National","Season onset","Bin","week","6","7",0.000969932
"US National","Season onset","Bin","week","7","8",0.000969932
"US National","Season onset","Bin","week","8","9",0.000969932
"US National","Season onset","Bin","week","9","10",0.000969932
"US National","Season onset","Bin","week","10","11",0.000969932
"US National","Season onset","Bin","week","11","12",0.000969932
"US National","Season onset","Bin","week","12","13",0.000969932
"US National","Season onset","Bin","week","13","14",0.000969932
"US National","Season onset","Bin","week","14","15",0.000969932
"US National","Season onset","Bin","week","15","16",0.000969932
"US National","Season onset","Bin","week","16","17",0.000969932
"US National","Season onset","Bin","week","17","18",0.000969932
"US National","Season onset","Bin","week","18","19",0.000969932
"US National","Season onset","Bin","week","19","20",0.000969932
"US National","Season onset","Bin","week","20","21",0.000969932
"US National","Season onset","Bin","week","none","none",0
"US National","Season peak week","Point","week",NA,NA,1
"US National","Season peak week","Bin","week","40","41",0.000982318
"US National","Season peak week","Bin","week","41","42",0.000982318
"US National","Season peak week","Bin","week","42","43",0.000982318
"US National","Season peak week","Bin","week","43","44",0.000982318
"US National","Season peak week","Bin","week","44","45",0.000982318
"US National","Season peak week","Bin","week","45","46",0.000982318
"US National","Season peak week","Bin","week","46","47",0.000982318
"US National","Season peak week","Bin","week","47","48",0.009823183
"US National","Season peak week","Bin","week","48","49",0.025540275
"US National","Season peak week","Bin","week","49","50",0.055992141
"US National","Season peak week","Bin","week","50","51",0.103143418
"US National","Season peak week","Bin","week","51","52",0.142436149
"US National","Season peak week","Bin","week","52","53",0.176817289
"US National","Season peak week","Bin","week","1","2",0.161100196
"US National","Season peak week","Bin","week","2","3",0.143418468
"US National","Season peak week","Bin","week","3","4",0.089390963
"US National","Season peak week","Bin","week","4","5",0.043222004
"US National","Season peak week","Bin","week","5","6",0.013752456
"US National","Season peak week","Bin","week","6","7",0.012770138
"US National","Season peak week","Bin","week","7","8",0.002946955
"US National","Season peak week","Bin","week","8","9",0.000982318
"US National","Season peak week","Bin","week","9","10",0.000982318
"US National","Season peak week","Bin","week","10","11",0.000982318
"US National","Season peak week","Bin","week","11","12",0.000982318
"US National","Season peak week","Bin","week","12","13",0.000982318
"US National","Season peak week","Bin","week","13","14",0.000982318
"US National","Season peak week","Bin","week","14","15",0.000982318
"US National","Season peak week","Bin","week","15","16",0.000982318
"US National","Season peak week","Bin","week","16","17",0.000982318
"US National","Season peak week","Bin","week","17","18",0.000982318
"US National","Season peak week","Bin","week","18","19",0.000982318
"US National","Season peak week","Bin","week","19","20",0.000982318
"US National","Season peak week","Bin","week","20","21",0.000982318
"US National","Season peak percentage","Point","percent",NA,NA,4.3
"US National","Season peak percentage","Bin","percent","0","0.5",0.000976563
"US National","Season peak percentage","Bin","percent","0.5","1",0.000976563
"US National","Season peak percentage","Bin","percent","1","1.5",0.000976563
"US National","Season peak percentage","Bin","percent","1.5","2",0.000976563
"US National","Season peak percentage","Bin","percent","2","2.5",0.000976563
"US National","Season peak percentage","Bin","percent","2.5","3",0.000976563
"US National","Season peak percentage","Bin","percent","3","3.5",0.000976563
"US National","Season peak percentage","Bin","percent","3.5","4",0.0625
"US National","Season peak percentage","Bin","percent","4","4.5",0.837890625
"US National","Season peak percentage","Bin","percent","4.5","5",0.076171875
"US National","Season peak percentage","Bin","percent","5","5.5",0.000976563
"US National","Season peak percentage","Bin","percent","5.5","6",0.000976563
"US National","Season peak percentage","Bin","percent","6","6.5",0.000976563
"US National","Season peak percentage","Bin","percent","6.5","7",0.000976563
"US National","Season peak percentage","Bin","percent","7","7.5",0.000976563
"US National","Season peak percentage","Bin","percent","7.5","8",0.000976563
"US National","Season peak percentage","Bin","percent","8","8.5",0.000976563
"US National","Season peak percentage","Bin","percent","8.5","9",0.000976563
"US National","Season peak percentage","Bin","percent","9","9.5",0.000976563
"US National","Season peak percentage","Bin","percent","9.5","10",0.000976563
"US National","Season peak percentage","Bin","percent","10","10.5",0.000976563
"US National","Season peak percentage","Bin","percent","10.5","11",0.000976563
"US National","Season peak percentage","Bin","percent","11","11.5",0.000976563
"US National","Season peak percentage","Bin","percent","11.5","12",0.000976563
"US National","Season peak percentage","Bin","percent","12","12.5",0.000976563
"US National","Season peak percentage","Bin","percent","12.5","13",0.000976563
"US National","Season peak percentage","Bin","percent","13","100",0.000976563
"US National","1 wk ahead","Point","percent",NA,NA,1.9
"US National","1 wk ahead","Bin","percent","0","0.5",0.00097561
"US National","1 wk ahead","Bin","percent","0.5","1",0.00097561
"US National","1 wk ahead","Bin","percent","1","1.5",0.00097561
"US National","1 wk ahead","Bin","percent","1.5","2",0.945365854
"US National","1 wk ahead","Bin","percent","2","2.5",0.030243902
"US National","1 wk ahead","Bin","percent","2.5","3",0.00097561
"US National","1 wk ahead","Bin","percent","3","3.5",0.00097561
"US National","1 wk ahead","Bin","percent","3.5","4",0.00097561
"US National","1 wk ahead","Bin","percent","4","4.5",0.00097561
"US National","1 wk ahead","Bin","percent","4.5","5",0.00097561
"US National","1 wk ahead","Bin","percent","5","5.5",0.00097561
"US National","1 wk ahead","Bin","percent","5.5","6",0.00097561
"US National","1 wk ahead","Bin","percent","6","6.5",0.00097561
"US National","1 wk ahead","Bin","percent","6.5","7",0.00097561
"US National","1 wk ahead","Bin","percent","7","7.5",0.00097561
"US National","1 wk ahead","Bin","percent","7.5","8",0.00097561
"US National","1 wk ahead","Bin","percent","8","8.5",0.00097561
"US National","1 wk ahead","Bin","percent","8.5","9",0.00097561
"US National","1 wk ahead","Bin","percent","9","9.5",0.00097561
"US National","1 wk ahead","Bin","percent","9.5","10",0.00097561
"US National","1 wk ahead","Bin","percent","10","10.5",0.00097561
"US National","1 wk ahead","Bin","percent","10.5","11",0.00097561
"US National","1 wk ahead","Bin","percent","11","11.5",0.00097561
"US National","1 wk ahead","Bin","percent","11.5","12",0.00097561
"US National","1 wk ahead","Bin","percent","12","12.5",0.00097561
"US National","1 wk ahead","Bin","percent","12.5","13",0.00097561
"US National","1 wk ahead","Bin","percent","13","100",0.00097561
"US National","2 wk ahead","Point","percent",NA,NA,2
"US National","2 wk ahead","Bin","percent","0","0.5",0.00097561
"US National","2 wk ahead","Bin","percent","0.5","1",0.00097561
