Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,NA
US National,Season onset,Bin,week,40,41,0
US National,Season onset,Bin,week,41,42,0
US National,Season onset,Bin,week,42,43,0.00410472
US National,Season onset,Bin,week,43,44,0.00205236
US National,Season onset,Bin,week,44,45,0.00615709
US National,Season onset,Bin,week,45,46,0.0103935
US National,Season onset,Bin,week,46,47,0.00934235
US National,Season onset,Bin,week,47,48,0.0423952
US National,Season onset,Bin,week,48,49,0.0343493
US National,Season onset,Bin,week,49,50,0.044661
US National,Season onset,Bin,week,50,51,0.0550561
US National,Season onset,Bin,week,51,52,0.0640199
US National,Season onset,Bin,week,52,53,0.0511648
US National,Season onset,Bin,week,1,2,0.0349609
US National,Season onset,Bin,week,2,3,0.0450911
US National,Season onset,Bin,week,3,4,0.0686348
US National,Season onset,Bin,week,4,5,0.0690649
US National,Season onset,Bin,week,5,6,0.0627746
US National,Season onset,Bin,week,6,7,0.0631712
US National,Season onset,Bin,week,7,8,0.0440898
US National,Season onset,Bin,week,8,9,0.0456512
US National,Season onset,Bin,week,9,10,0.0371269
US National,Season onset,Bin,week,10,11,0.0392791
US National,Season onset,Bin,week,11,12,0.0275876
US National,Season onset,Bin,week,12,13,0.0265365
US National,Season onset,Bin,week,13,14,0.0191148
US National,Season onset,Bin,week,14,15,0.0212171
US National,Season onset,Bin,week,15,16,0.0127427
US National,Season onset,Bin,week,16,17,0.0106085
US National,Season onset,Bin,week,17,18,0.00955739
US National,Season onset,Bin,week,18,19,0.00210228
US National,Season onset,Bin,week,19,20,0
US National,Season onset,Bin,week,20,21,0.006207
US National,Season onset,Bin,week,none,none,0.030785
US National,Season peak week,Point,week,NA,NA,8
US National,Season peak week,Bin,week,40,41,0
US National,Season peak week,Bin,week,41,42,0
US National,Season peak week,Bin,week,42,43,0
US National,Season peak week,Bin,week,43,44,0.00142993
US National,Season peak week,Bin,week,44,45,0.00285986
US National,Season peak week,Bin,week,45,46,0
US National,Season peak week,Bin,week,46,47,0.00142993
US National,Season peak week,Bin,week,47,48,0.00537654
US National,Season peak week,Bin,week,48,49,0.00452087
US National,Season peak week,Bin,week,49,50,0.00643812
US National,Season peak week,Bin,week,50,51,0.00789321
US National,Season peak week,Bin,week,51,52,0.0167039
US National,Season peak week,Bin,week,52,53,0.0724963
US National,Season peak week,Bin,week,1,2,0.0220186
US National,Season peak week,Bin,week,2,3,0.00897996
US National,Season peak week,Bin,week,3,4,0.019502
US National,Season peak week,Bin,week,4,5,0.0309414
US National,Season peak week,Bin,week,5,6,0.0470446
US National,Season peak week,Bin,week,6,7,0.0602274
US National,Season peak week,Bin,week,7,8,0.0597962
US National,Season peak week,Bin,week,8,9,0.0458709
US National,Season peak week,Bin,week,9,10,0.0219304
US National,Season peak week,Bin,week,10,11,0.0493004
US National,Season peak week,Bin,week,11,12,0.0357744
US National,Season peak week,Bin,week,12,13,0.0657742
US National,Season peak week,Bin,week,13,14,0.0372616
US National,Season peak week,Bin,week,14,15,0.115762
US National,Season peak week,Bin,week,15,16,0.0587115
US National,Season peak week,Bin,week,16,17,0.0676915
US National,Season peak week,Bin,week,17,18,0.0536782
US National,Season peak week,Bin,week,18,19,0.0380921
US National,Season peak week,Bin,week,19,20,0.016785
US National,Season peak week,Bin,week,20,21,0.025709
US National,Season peak percentage,Point,percent,NA,NA,1.9
US National,Season peak percentage,Bin,percent,0.0,0.1,0
US National,Season peak percentage,Bin,percent,0.1,0.2,0
US National,Season peak percentage,Bin,percent,0.2,0.3,0
US National,Season peak percentage,Bin,percent,0.3,0.4,0
US National,Season peak percentage,Bin,percent,0.4,0.5,0
