"Location","Target","Type","Unit","Bin_start_incl","Bin_end_notincl","Value"
"US National","Season onset","Point","week",NA,NA,49
"US National","Season onset","Bin","week","40","41",0
"US National","Season onset","Bin","week","41","42",0
"US National","Season onset","Bin","week","42","43",0
"US National","Season onset","Bin","week","43","44",0
"US National","Season onset","Bin","week","44","45",0
"US National","Season onset","Bin","week","45","46",0
"US National","Season onset","Bin","week","46","47",0
"US National","Season onset","Bin","week","47","48",0
"US National","Season onset","Bin","week","48","49",0
"US National","Season onset","Bin","week","49","50",0.629622543239184
"US National","Season onset","Bin","week","50","51",0.0670749655761348
"US National","Season onset","Bin","week","51","52",0.0628622211668879
"US National","Season onset","Bin","week","52","53",0.0616455713669169
"US National","Season onset","Bin","week","1","2",0.0548245205021766
"US National","Season onset","Bin","week","2","3",0.0442189678956225
"US National","Season onset","Bin","week","3","4",0.0323447025044297
"US National","Season onset","Bin","week","4","5",0.021456482176888
"US National","Season onset","Bin","week","5","6",0.0129084673096114
"US National","Season onset","Bin","week","6","7",0.00704290188245623
"US National","Season onset","Bin","week","7","8",0.00348489258820502
"US National","Season onset","Bin","week","8","9",0.00156382429266151
"US National","Season onset","Bin","week","9","10",0.000636425120592377
"US National","Season onset","Bin","week","10","11",0.000234891592133053
"US National","Season onset","Bin","week","11","12",7.86227861004472e-05
"US National","Season onset","Bin","week","12","13",0
"US National","Season onset","Bin","week","13","14",0
"US National","Season onset","Bin","week","14","15",0
"US National","Season onset","Bin","week","15","16",0
"US National","Season onset","Bin","week","16","17",0
"US National","Season onset","Bin","week","17","18",0
"US National","Season onset","Bin","week","18","19",0
"US National","Season onset","Bin","week","19","20",0
"US National","Season onset","Bin","week","20","21",0
"US National","Season onset","Bin","week","none","none",0
"US National","Season peak week","Point","week",NA,NA,4
"US National","Season peak week","Bin","week","40","41",0
"US National","Season peak week","Bin","week","41","42",0
"US National","Season peak week","Bin","week","42","43",0
"US National","Season peak week","Bin","week","43","44",0
"US National","Season peak week","Bin","week","44","45",0
"US National","Season peak week","Bin","week","45","46",0
"US National","Season peak week","Bin","week","46","47",0
"US National","Season peak week","Bin","week","47","48",0
"US National","Season peak week","Bin","week","48","49",0
"US National","Season peak week","Bin","week","49","50",0
"US National","Season peak week","Bin","week","50","51",0.0256036718125418
"US National","Season peak week","Bin","week","51","52",0.0367823229322902
"US National","Season peak week","Bin","week","52","53",0.0499375273070093
"US National","Season peak week","Bin","week","1","2",0.0640716480795341
"US National","Season peak week","Bin","week","2","3",0.0776883211324704
"US National","Season peak week","Bin","week","3","4",0.0890218381200178
"US National","Season peak week","Bin","week","4","5",0.0964025137026756
"US National","Season peak week","Bin","week","5","6",0.0986577346820628
"US National","Season peak week","Bin","week","6","7",0.0954168115606308
"US National","Season peak week","Bin","week","7","8",0.0872106736079057
"US National","Season peak week","Bin","week","8","9",0.0753295480354944
"US National","Season peak week","Bin","week","9","10",0.0614910717367057
"US National","Season peak week","Bin","week","10","11",0.0474361838048047
"US National","Season peak week","Bin","week","11","12",0.034582660710386
"US National","Season peak week","Bin","week","12","13",0.023826378930704
"US National","Season peak week","Bin","week","13","14",0.0155134598131649
"US National","Season peak week","Bin","week","14","15",0.00954575460197057
"US National","Season peak week","Bin","week","15","16",0.00555089287368644
"US National","Season peak week","Bin","week","16","17",0.00305046752866409
"US National","Season peak week","Bin","week","17","18",0.00158423989905952
"US National","Season peak week","Bin","week","18","19",0.000777546672445455
"US National","Season peak week","Bin","week","19","20",0.000360647534371583
"US National","Season peak week","Bin","week","20","21",0.000158084921404102
"US National","Season peak percentage","Point","percent",NA,NA,4.4
"US National","Season peak percentage","Bin","percent","0","0.1",0
"US National","Season peak percentage","Bin","percent","0.1","0.2",0
"US National","Season peak percentage","Bin","percent","0.2","0.3",0
"US National","Season peak percentage","Bin","percent","0.3","0.4",0
"US National","Season peak percentage","Bin","percent","0.4","0.5",0
"US National","Season peak percentage","Bin","percent","0.5","0.6",0
"US National","Season peak percentage","Bin","percent","0.6","0.7",0
"US National","Season peak percentage","Bin","percent","0.7","0.8",0
"US National","Season peak percentage","Bin","percent","0.8","0.9",0
"US National","Season peak percentage","Bin","percent","0.9","1",0
"US National","Season peak percentage","Bin","percent","1","1.1",0
"US National","Season peak percentage","Bin","percent","1.1","1.2",0
"US National","Season peak percentage","Bin","percent","1.2","1.3",0
"US National","Season peak percentage","Bin","percent","1.3","1.4",0
"US National","Season peak percentage","Bin","percent","1.4","1.5",0
"US National","Season peak percentage","Bin","percent","1.5","1.6",0
"US National","Season peak percentage","Bin","percent","1.6","1.7",0
"US National","Season peak percentage","Bin","percent","1.7","1.8",0
"US National","Season peak percentage","Bin","percent","1.8","1.9",0
"US National","Season peak percentage","Bin","percent","1.9","2",0.00169498500134729
"US National","Season peak percentage","Bin","percent","2","2.1",0.0019702238086834
"US National","Season peak percentage","Bin","percent","2.1","2.2",0.00227614165443528
"US National","Season peak percentage","Bin","percent","2.2","2.3",0.00261346706103825
"US National","Season peak percentage","Bin","percent","2.3","2.4",0.00298241994752532
"US National","Season peak percentage","Bin","percent","2.4","2.5",0.00338263065561988
"US National","Season peak percentage","Bin","percent","2.5","2.6",0.00381306655607568
"US National","Season peak percentage","Bin","percent","2.6","2.7",0.00427197017202647
"US National","Season peak percentage","Bin","percent","2.7","2.8",0.00475681277196795
"US National","Season peak percentage","Bin","percent","2.8","2.9",0.00526426719795282
"US National","Season peak percentage","Bin","percent","2.9","3",0.0057902032891312
"US National","Season peak percentage","Bin","percent","3","3.1",0.00632970863352921
"US National","Season peak percentage","Bin","percent","3.1","3.2",0.00687713654240397
"US National","Season peak percentage","Bin","percent","3.2","3.3",0.00742618211684411
"US National","Season peak percentage","Bin","percent","3.3","3.4",0.00796998610527025
"US National","Season peak percentage","Bin","percent","3.4","3.5",0.00850126498617246
"US National","Season peak percentage","Bin","percent","3.5","3.6",0.00901246441668548
"US National","Season peak percentage","Bin","percent","3.6","3.7",0.00949593193569009
"US National","Season peak percentage","Bin","percent","3.7","3.8",0.00994410367430039
"US National","Season peak percentage","Bin","percent","3.8","3.9",0.0129041711009839
"US National","Season peak percentage","Bin","percent","3.9","4",0.0279486028577674
"US National","Season peak percentage","Bin","percent","4","4.1",0.0454919935854961
"US National","Season peak percentage","Bin","percent","4.1","4.2",0.0802172671257944
"US National","Season peak percentage","Bin","percent","4.2","4.3",0.0618721438089454
"US National","Season peak percentage","Bin","percent","4.3","4.4",0.0798599834726199
"US National","Season peak percentage","Bin","percent","4.4","4.5",0.0901141935027683
"US National","Season peak percentage","Bin","percent","4.5","4.6",0.107322322692822
"US National","Season peak percentage","Bin","percent","4.6","4.7",0.100831338548052
"US National","Season peak percentage","Bin","percent","4.7","4.8",0.0795838093032608
"US National","Season peak percentage","Bin","percent","4.8","4.9",0.0589097068118371
"US National","Season peak percentage","Bin","percent","4.9","5",0.0260409369250372
"US National","Season peak percentage","Bin","percent","5","5.1",0.0116364346615823
"US National","Season peak percentage","Bin","percent","5.1","5.2",0.00995475310801187
"US National","Season peak percentage","Bin","percent","5.2","5.3",0.00950755507976212
"US National","Season peak percentage","Bin","percent","5.3","5.4",0.00902487566098474
"US National","Season peak percentage","Bin","percent","5.4","5.5",0.00851427404916954
"US National","Season peak percentage","Bin","percent","5.5","5.6",0.00798340281195055
"US National","Season peak percentage","Bin","percent","5.6","5.7",0.00743982090333144
"US National","Season peak percentage","Bin","percent","5.7","5.8",0.00689082054357536
"US National","Season peak percentage","Bin","percent","5.8","5.9",0.00634327323607587
"US National","Season peak percentage","Bin","percent","5.9","6",0.00580349906253126
"US National","Season peak percentage","Bin","percent","6","6.1",0.00527716214781921
"US National","Season peak percentage","Bin","percent","6.1","6.2",0.00476919389238708
"US National","Season peak percentage","Bin","percent","6.2","6.3",0.00428374430410862
"US National","Season peak percentage","Bin","percent","6.3","6.4",0.00382416058752401
"US National","Season peak percentage","Bin","percent","6.4","6.5",0.0033929911195243
"US National","Season peak percentage","Bin","percent","6.5","6.6",0.00299201209698242
"US National","Season peak percentage","Bin","percent","6.6","6.7",0.00262227350914349
"US National","Season peak percentage","Bin","percent","6.7","6.8",0.00228416067659954
"US National","Season peak percentage","Bin","percent","6.8","6.9",0.00197746740633467
"US National","Season peak percentage","Bin","percent","6.9","7",0.00170147682340424
"US National","Season peak percentage","Bin","percent","7","7.1",0.00145504612925407
"US National","Season peak percentage","Bin","percent","7.1","7.2",0.0012366918723688
"US National","Season peak percentage","Bin","percent","7.2","7.3",0.0010446727625646
"US National","Season peak percentage","Bin","percent","7.3","7.4",0.000877067578139192
"US National","Season peak percentage","Bin","percent","7.4","7.5",0.000731846268750398
"US National","Season peak percentage","Bin","percent","7.5","7.6",0.000606932913050289
"US National","Season peak percentage","Bin","percent","7.6","7.7",0.000500259720323125
